id,t,x0,x1
5,7.6,3.107941,4.775352
5,8.0,3.468655,5.664625
5,8.4,3.506644,6.568091
5,8.8,3.203286,7.277266
5,9.2,2.499936,7.551345
5,9.6,1.170625,7.011776
5,10.0,0.523009,5.9585
5,10.4,0.648155,5.102137
5,10.8,0.876064,4.386627
5,11.2,1.279704,3.917277
5,11.6,1.918544,3.845258
5,12.0,2.646904,4.232266
5,12.4,3.221298,4.974428
5,12.8,3.507786,5.885669
5,13.2,3.466459,6.762326
5,13.6,3.076947,7.392547
5,14.0,2.253982,7.516282
5,14.4,0.813526,6.737529
5,14.8,0.542356,5.745155
5,15.2,0.691528,4.916758
5,15.6,0.952099,4.247465
5,16.0,1.411289,3.859094
5,16.4,2.093207,3.897141
5,16.8,2.804451,4.382633
5,17.2,3.317843,5.183012
5,17.6,3.528224,6.104625
5,18.0,3.406793,6.942626
5,18.4,2.927177,7.479819
5,18.8,1.966873,7.428773
5,19.2,0.5993,6.468896
5,19.6,0.569801,5.537975
5,20.0,0.740795,4.740044
5,20.4,1.039475,4.123906
5,20.8,1.556803,3.825631
5,21.2,2.269543,3.975005
5,21.6,2.950171,4.550975
5,22.0,3.396974,5.398453
5,22.4,3.529942,6.318898
5,22.8,3.327272,7.106202
5,23.2,2.751703,7.534981
5,23.6,1.632025,7.280332
5,24.0,0.527249,6.228192
5,24.4,0.6024,5.33688
5,24.8,0.796971,4.573258
5,25.2,1.13963,4.018177
5,25.6,1.71463,3.818257
5,26.0,2.443737,4.077531
5,26.4,3.082091,4.734771
5,26.8,3.458168,5.618018
5,27.2,3.512793,6.525721
5,27.6,3.227209,7.24991
5,28.0,2.547259,7.552999
5,28.4,1.253071,7.06528
5,28.8,0.520673,6.00457
5,29.2,0.639648,5.142395
5,29.6,0.861276,4.417896
5,30.0,1.2537,3.932596
5,30.4,1.882144,3.83769
5,30.8,2.612254,4.202963
5,31.2,3.19869,4.931402
5,31.6,3.501072,5.838968
5,32.0,3.476592,6.72229
5,32.4,3.105591,7.370367
5,32.8,2.309241,7.527822
5,33.2,0.880455,6.796923
5,33.6,0.537398,5.78979
5,34.0,0.681883,4.955324
5,34.4,0.935105,4.275699
5,34.8,1.382232,3.869407
5,35.2,2.055955,3.883953
5,35.6,2.772005,4.349214
5,36.0,3.298833,5.138184
5,36.4,3.525454,6.058564
5,36.8,3.421065,6.905744
5,37.2,2.960943,7.463866
5,37.6,2.031463,7.452092
5,38.0,0.630349,6.523347
5,38.4,0.563515,5.581343
5,38.8,0.729825,4.776677
5,39.2,1.019955,4.148656
5,39.6,1.524895,3.830576
5,40.0,2.232261,3.956409
6,0.0,3.382381,4.167137
6,0.4,3.21534,5.265175
6,0.8,2.429818,5.870949
6,1.2,0.802096,5.432386
6,1.6,0.479279,4.623849
6,2.0,0.596981,3.95862
6,2.4,0.780998,3.411075
6,2.8,1.069308,3.047785
6,3.2,1.481798,2.953129
6,3.6,1.934833,3.163162
6,4.0,2.261203,3.600305
6,4.4,2.329679,4.09475
6,4.8,2.073992,4.432535
6,5.2,1.477744,4.386083
6,5.6,0.871645,3.899981
6,6.0,0.855008,3.385991
6,6.4,1.115686,3.051418
6,6.8,1.51679,2.98026
6,7.2,1.950517,3.201637
6,7.6,2.252149,3.63359
6,8.0,2.297576,4.107347
6,8.4,2.024803,4.412834
6,8.8,1.428135,4.332066
6,9.2,0.871319,3.842303
6,9.6,0.880494,3.346487
6,10.0,1.152242,3.035723
6,10.4,1.559413,2.99297
6,10.8,1.984921,3.23808
6,11.2,2.264701,3.679444
6,11.6,2.281524,4.143654
6,12.0,1.978127,4.419318
6,12.4,1.361191,4.293443
6,12.8,0.853989,3.786887
6,13.2,0.900957,3.306074
6,13.6,1.188529,3.019048
6,14.0,1.603652,3.005819
6,14.4,2.021301,3.27601
6,14.8,2.278674,3.727781
6,15.2,2.265417,4.182505
6,15.6,1.928878,4.426772
6,16.0,1.291428,4.253491
6,16.4,0.839421,3.732451
6,16.8,0.922306,3.267064
6,17.2,1.225918,3.004499
6,17.6,1.648265,3.021129
6,18.0,2.056687,3.315784
6,18.4,2.290636,3.776641
6,18.8,2.246588,4.220104
